Venue Name,City,State,Capacity,Age Restrictions,Region,Venue Type,Genres (top 3),Image,Website,Source(s),Venue ID,Confidence
Firth J Chew Studio Theatre,Spokane,WA,,,West,Theatre,,,,Ticketmaster,tmv-Z7r9jZadB0,75
Fox Theatre,Spokane,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/Fox%20Theater%20Spokane.JPG,https://foxtheaterspokane.org/,WikidataSPARQL,wd-Q5476991,90
Garland Theater,Spokane,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Garland%20Theatre%20-%20Spokane%2C%20WA.jpg,http://www.garlandtheater.com,WikidataSPARQL,wd-Q43305366,90
Knitting Factory - Spokane,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fknitting-factory-spokane-tickets-spokane%2Fvenue%2F246974&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AJvZ,80
Liberty Theatre,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306873,85
Lilac Bowl Amphitheatre at Riverfront Park,Spokane,WA,,,West,Amphitheatre,,,,Ticketmaster,tmv-ZFr9jZda16,75
Lincoln Heights 4,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43306875,85
Lucky You Lounge,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flucky-you-lounge-tickets-spokane%2Fvenue%2F247004&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AI5Y,80
Lyons Avenue 4,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43306878,85
Lyric Theatre,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306881,85
Magic Lantern Theatre,Spokane,WA,,,West,Theatre,,,http://www.magiclanternspokane.com,WikidataSPARQL,wd-Q43306883,90
Martin Woldson Theater at the Fox,Spokane,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmartin-woldson-theater-at-the-fox-tickets-spokane%2Fvenue%2F123874&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A53V,80
McCarthey Athletic Center,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmccarthey-athletic-center-tickets-spokane%2Fvenue%2F123852&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAEklvA,80
N. Division Drive-In,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43305527,85
Newport Cinemas 8,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43306888,85
North Cedar Drive-In,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43305528,85
Northwest Museum of Arts and Culture,Spokane,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Spokane%20Museum%20of%20Art%20and%20Culture.JPG,http://www.northwestmuseum.org,WikidataSPARQL,wd-Q7060129,90
One Spokane Stadium,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fone-spokane-stadium-tickets-spokane%2Fvenue%2F124060&utm_medium=affiliate,Ticketmaster,tmv-KovZ917ARuj,80
Orpheum Theatre,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306895,85
Outback Jacks,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Foutback-jacks-tickets-spokane%2Fvenue%2F123378&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEeA,80
Park Place-Washington,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZdvAv,75
Patterson Baseball Complex/Coach Steve Hertz Field,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZa7P6,75
Post Street Theatre,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306898,85
Rainbo Theatre,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306901,85
Regal North Division 6,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43306904,85
Regal Northtown Mall,Spokane,WA,,,West,Venue,,,https://www.regmovies.com/theatres/theatre-folder/regal-northtown-mall-stadium-12-223,WikidataSPARQL,wd-Q43306891,90
Rex Theater,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306910,85
Ritz Theatre,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306913,85
River Park Square (Roof),Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Friver-park-square-roof-tickets-spokane%2Fvenue%2F339281&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAEAakA,80
River Park Square Cinema,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43306917,85
Riverfront Park,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Friverfront-park-tickets-spokane%2Fvenue%2F341424&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA6v6tA,80
Riverfront Park IMAX,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43306920,85
Riverside Place,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaACW,75
Riverside Theatre,Spokane,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/Girl%20Shy%20-%20Moving%20Picture%20World%2C%20July%205%2C%201924.jpg,,WikidataSPARQL,wd-Q43305388,85
Spokane Arena,Spokane,WA,,,West,Arena,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fspokane-arena-tickets-spokane%2Fvenue%2F123682&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1eklA,80
Spokane Art Center,Spokane,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Spokane%20Art%20Center%2C%20front%20entrance%2C%201939.jpg,,WikidataSPARQL,wd-Q7578850,85
Spokane Civic Theatre,Spokane,WA,,,West,Theatre,,,http://www.spokanecivictheatre.com/,Ticketmaster;WikidataSPARQL,tmv-ZFr9jZ6da7,90
Spokane Comedy Club,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAZs,75
Spokane Convention Center,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fspokane-convention-center-tickets-spokane%2Fvenue%2F124058&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AmMk,80
Spokane County Fair and Expo Center,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZFd6a,75
Spokane Interstate Fairgrounds,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fspokane-interstate-fairgrounds-tickets-spokane%2Fvenue%2F123327&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tlEA,80
Spokane Pavilion,Spokane,WA,,,West,Pavilion,,http://commons.wikimedia.org/wiki/Special:FilePath/Former%20US%20pavilion%20for%20Expo%2074%20in%20Spokane%2C%20now%20in%20Riverfront%20Park%20%2810507864093%29.jpg,,WikidataSPARQL,wd-Q114954643,85
Spokane Valley Mall,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAne,75
Spokane Valley Stadium 12,Spokane,WA,,,West,Venue,,,http://www.regalcinemas.com,WikidataSPARQL,wd-Q43306924,90
St. Aidan's Anglican Church,Spokane,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/St.AidansAnglicanChurchSpokane.jpg,https://staidansanglican.com/,WikidataSPARQL,wd-Q115978894,90
Star Theatre,Spokane,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fstar-theatre-tickets-spokane%2Fvenue%2F123880&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A2n7,80
Starlite Drive-In,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43305529,85
Strand Theater,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306927,85
Studio Theatre,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306931,85
Swaxx - WA,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadow,75
The A Club,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-a-club-tickets-spokane%2Fvenue%2F336409&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAFI7tA,80
The Bartlett,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-bartlett-tickets-spokane%2Fvenue%2F246837&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAId1AA,80
The Big Dipper,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-big-dipper-tickets-spokane%2Fvenue%2F339942&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAktIaA,80
The Chameleon - WA,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAwf,75
THE INB PERFORMING ARTS CENTER,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-inb-performing-arts-center-tickets-spokane%2Fvenue%2F123780&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1ne7A,80
The Kennel,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZ7e71,75
The Palomino - WA,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadCk,75
The Pin - WA,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZad1p,75
The Podium,Spokane,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Podium%20Spokane%20July%202021.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-podium-tickets-spokane%2Fvenue%2F124002&utm_medium=affiliate,Ticketmaster;WikidataSPARQL,tmv-KovZ917AIrG,85
THE SERVICE STATION,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-service-station-tickets-spokane%2Fvenue%2F123776&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1evnA,80
TURNING POINT OPEN BIBLE,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fturning-point-open-bible-tickets-spokane%2Fvenue%2F123785&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1evlA,80
Turning Point Open Bible Church,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fturning-point-open-bible-church-tickets-spokane%2Fvenue%2F123942&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AN_V,80
Unique Theatre,Spokane,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306936,85
Village Center Cinemas at Airway Heights,Spokane,WA,,,West,Venue,,,http://www.spokanemovies.com/Splash.aspx,WikidataSPARQL,wd-Q43306937,90
Village Centre Cinemas at Wandermere,Spokane,WA,,,West,Venue,,,http://www.spokanemovies.com/Splash.aspx,WikidataSPARQL,wd-Q43306938,90
West End Drive-In,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43305531,85
Westminster United Church of Christ,Spokane,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/First%20Congregational%20Spokane.JPG,,WikidataSPARQL,wd-Q5452862,85
Y Drive-In,Spokane,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43305532,85
Eastpoint Church,Spokane Valley,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Feastpoint-church-tickets-spokane-valley%2Fvenue%2F123946&utm_medium=affiliate,Ticketmaster,tmv-KovZ917ANNe,80
ONE Church,Spokane Valley,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fone-church-spokane-valley-wa%2F515045&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17f4vA,80
Colonial Theater,Stanwood,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306940,85
Stanwood Cinemas,Stanwood,WA,,,West,Venue,,,http://www.farawayentertainment.com,WikidataSPARQL,wd-Q43306942,90
Stanwood IOOF Public Hall,Stanwood,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/Stanwood%20WA%20-%20Stanwood%20IOOF%20Public%20Hall%2002.jpg,,WikidataSPARQL,wd-Q14713908,85
Steilacoom Catholic Church,Steilacoom,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Immaculate%20Conception%20Church%202.jpg,,WikidataSPARQL,wd-Q1446813,85
Skamania Co. Fairgrounds Exhibit Hall,Stevenson,WA,,,West,Hall,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fskamania-co-fairgrounds-exhibit-hall-tickets-stevenson%2Fvenue%2F124033&utm_medium=affiliate,Ticketmaster,tmv-KovZ917ActB,80
Lyric Theater,Sumas,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306944,85
Riviera Theater,Sumner,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306945,85
Capitol Theatre,Sunnyside,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306947,85
Grand Cinemas Yakima Valley,Sunnyside,WA,,,West,Venue,,,http://www.hallett.com,WikidataSPARQL,wd-Q43306948,90
Liberty Theater,Sunnyside,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306949,85
Clearwater Casino RV Lot,Suquamish,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fclearwater-casino-rv-lot-tickets-suquamish%2Fvenue%2F124032&utm_medium=affiliate,Ticketmaster,tmv-KovZ917Acex,80
Clearwater RV Lot,Suquamish,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fclearwater-rv-lot-tickets-suquamish%2Fvenue%2F124031&utm_medium=affiliate,Ticketmaster,tmv-KovZ917Aceb,80
Suquamish Clearwater Beach Rock Music & Sports Lounge,Suquamish,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/23250v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsuquamish-clearwater-beach-rock-music-sports-tickets-suquamish%2Fvenue%2F123910&utm_medium=affiliate,Ticketmaster,tmv-KovZ917ALUH,80
Suquamish Clearwater Beach Sports Lounge,Suquamish,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAxE,75
Suquamish Clearwater Casino Event Center,Suquamish,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/23249v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsuquamish-clearwater-casino-event-center-tickets-suquamish%2Fvenue%2F123122&utm_medium=affiliate,Ticketmaster,tmv-KovZpaFH0e,80
Suquamish Clearwater Resort Lawn,Suquamish,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/23260v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsuquamish-clearwater-resort-lawn-tickets-suquamish%2Fvenue%2F123986&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AJ9V,80
Swinomish Casino & Lodge,Swinomish Indian Tribal Community,WA,,,West,Venue,,,https://www.swinomishcasinoandlodge.com/,WikidataSPARQL,wd-Q105396061,90
ALMA Lounge,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Falma-lounge-tacoma-wa%2F503155&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17fdA4,80
ALMA Rooftop,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Falma-rooftop-tacoma-wa%2F499365&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ173_uP,80
America's Car Museum,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Famericas-car-museum-tickets-tacoma%2Fvenue%2F123890&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A9df,80
"Auditorium Dance Hall, The",Tacoma,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/Tacoma%20-%20Auditorium%20Dance%20Hall%2001.jpg,,WikidataSPARQL,wd-Q125470801,85
Autoview Drive-In,Tacoma,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43305533,85
Best Western Executive Inn,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbest-western-executive-inn-tickets-tacoma%2Fvenue%2F123275&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1kalA,80
Bethany Presbyterian Church,Tacoma,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/2012-04-06%2C%20Bethany%20Presbyterian%20Church%2C%20Tacoma%2C%20Washington%2C%2001.jpg,https://www.bethanytacoma.org/,WikidataSPARQL,wd-Q118959425,90
"Blue Mouse Theatre, Newtacoma",Tacoma,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306951,85
"Blue Mouse Theatre, North End",Tacoma,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20Mouse%20Theater%20%28Tacoma%2C%20Washington%29.jpg,http://www.bluemousetheatre.com,WikidataSPARQL,wd-Q43305244,90
Bob's Java Jive,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fbobs-java-jive-tacoma-wa%2F512965&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17f3PP,80
Broadway Center for the Performing Arts,Tacoma,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q4972428,85
Broadway Center Rehearsal Hall,Tacoma,WA,,,West,Hall,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbroadway-center-rehearsal-hall-tickets-tacoma%2Fvenue%2F123365&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAFFJtA,80
Broadway Theatre,Tacoma,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306954,85
Cameo Theater,Tacoma,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306956,85
Capitol Theatre,Tacoma,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306959,85
Century Point Ruston and XD,Tacoma,WA,,,West,Venue,,,http://www.cinemark.com,WikidataSPARQL,wd-Q43306961,90
Cheney Stadium,Tacoma,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/18600v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcheney-stadium-tickets-tacoma%2Fvenue%2F122916&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAJeE1A,80
Cheney Stadium Parking,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcheney-stadium-parking-tickets-tacoma%2Fvenue%2F124073&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AYLX,80
Christ Episcopal Church,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fchrist-episcopal-church-tickets-tacoma%2Fvenue%2F123578&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1k1JA,80
Club 6th Ave,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fclub-6th-ave-tickets-tacoma%2Fvenue%2F123751&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAaIk1A,80
"Community Theatre, East 56th Street",Tacoma,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306963,85
"Community Theatre, South M Street",Tacoma,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306965,85
Cultura Event Center,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcultura-event-center-tickets-tacoma%2Fvenue%2F340857&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAkldIA,80
Downtown Tacoma,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fdowntown-tacoma-tacoma-wa%2F514575&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17ff4g,80
Dune Peninsula,Tacoma,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAQw,75
Dune Peninsula Park,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fdune-peninsula-park-tacoma-wa%2F513165&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17fKAP,80
Elks Temple,Tacoma,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Tacoma%2C%20WA%20-%20Elks%20Temple%2005.jpg,,WikidataSPARQL,wd-Q5364412,85
Emerald Queen Casino,Tacoma,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/22194v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Femerald-queen-casino-tickets-tacoma%2Fvenue%2F123128&utm_medium=affiliate,Ticketmaster,tmv-KovZpa3qIe,80
Fawcett Hall at Alma Mater,Tacoma,WA,,,West,Hall,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ffawcett-hall-at-alma-mater-tickets-tacoma%2Fvenue%2F123984&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AJ81,80
First Presbyterian Church,Tacoma,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Tacoma%2C%20WA%20-%20First%20Presbyterian%20Church%2003.jpg,http://fpctacoma.com/,WikidataSPARQL,wd-Q20712391,90
Fort Lewis,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ffort-lewis-tickets-tacoma%2Fvenue%2F123184&utm_medium=affiliate,Ticketmaster,tmv-KovZpabppe,80
Freight House Station,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ffreight-house-station-tickets-tacoma%2Fvenue%2F123600&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAFF7nA,80
Galaxy Narrows,Tacoma,WA,,,West,Venue,,,http://cinematreasures.org/theaters/40183,WikidataSPARQL,wd-Q43306966,90
Grand Cinema,Tacoma,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Cinema.jpg,http://www.grandcinema.com,WikidataSPARQL,wd-Q43306967,90
Greater Tacoma Convention Center,Tacoma,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/19442v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fgreater-tacoma-convention-center-tickets-tacoma%2Fvenue%2F123559&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAJ7knA,80
Haub Family Field,Tacoma,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaALa,75
Hells Kitchen,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fhells-kitchen-tickets-tacoma%2Fvenue%2F123479&utm_medium=affiliate,Ticketmaster,tmv-KovZpab9je,80
Jazzbones Nightclub and Restaurant,Tacoma,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/6483v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjazzbones-nightclub-and-restaurant-tickets-tacoma%2Fvenue%2F123531&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAFFEvA,80
K Street Theatre,Tacoma,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306969,85
Landmark Convention Center,Tacoma,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Masonic%20Temple%20Building-Temple%20Theater.jpg,,WikidataSPARQL,wd-Q6783772,85
Liberty Theatre,Tacoma,WA,,,West,Theatre,,,,WikidataSPARQL,wd-Q43306970,85
Life Center,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Flife-center-tacoma-wa%2F502635&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17febg,80
Life Center Tacoma,Tacoma,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZa7nx,75
Lincoln Plaza Cinema,Tacoma,WA,,,West,Venue,,,,WikidataSPARQL,wd-Q43306974,85
McMenamins Elks Temple,Tacoma,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadMp,75
Mecca Theater,Tacoma,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/Mecca%20Theater.jpg,,WikidataSPARQL,wd-Q43306976,85
Museum of Glass,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmuseum-of-glass-tickets-tacoma%2Fvenue%2F123451&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1JvAA,80
